school;skill;job;location;importance
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Μεταφορά και αποθήκευση;ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Μεταφορά και αποθήκευση;ΙΟΝΙΩΝ ΝΗΣΩΝ;9
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Μεταφορά και αποθήκευση;ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ;
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Μεταφορά και αποθήκευση;ΣΤΕΡΕΑ ΕΛΛΑΔΑ;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Μεταφορά και αποθήκευση;Attica;6,06
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Μεταφορά και αποθήκευση;Central Greece;8,2
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Μεταφορά και αποθήκευση;Central Macedonia;6,8
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Μεταφορά και αποθήκευση;crete;7,83
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Μεταφορά και αποθήκευση;Eastern macedonia and thrace;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Μεταφορά και αποθήκευση;Epirus;8
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Μεταφορά και αποθήκευση;South Aegean;7
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Μεταφορά και αποθήκευση;Thessaly;6,25
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Μεταφορά και αποθήκευση;WEST MACEDONIA;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Μεταφορά και αποθήκευση;WESTERN GREECE;7
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Ορυχεία και Λατομεία;Eastern macedonia and thrace;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ ΚΑΙ ΘΡΑΚΗ;
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;ΔΥΤΙΚΗ ΕΛΛΑΔΑ;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;ΗΠΕΙΡΟΣ;6,33
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;ΘΕΣΣΑΛΙΑ;6,5
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;ΙΟΝΙΩΝ ΝΗΣΩΝ;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ;
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Attica;7,6
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Central Macedonia;7,4
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;crete;8
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Eastern macedonia and thrace;4,5
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;South Aegean;9
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Thessaly;5,5
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;WEST MACEDONIA;9
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;WESTERN GREECE;
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης;Peloponnese;5
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης;Thessaly;1
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ ΚΑΙ ΘΡΑΚΗ;8
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;ΔΥΤΙΚΗ ΕΛΛΑΔΑ;5,5
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ;9
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;ΗΠΕΙΡΟΣ;4
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;ΘΕΣΣΑΛΙΑ;
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;ΙΟΝΙΩΝ ΝΗΣΩΝ;5,6
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ;2
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;ΚΡΗΤΗ;
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;ΝΟΤΙΟ ΑΙΓΑΙΟ;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ;
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;ΣΤΕΡΕΑ ΕΛΛΑΔΑ;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;Attica;4
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;Central Greece;9
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;Central Macedonia;6,67
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;crete;7
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;Eastern macedonia and thrace;9
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;Epirus;9
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;North Aegean;7,5
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;Thessaly;6
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Τέχνες, διασκέδαση και ψυχαγωγία;WESTERN GREECE;9
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ ΚΑΙ ΘΡΑΚΗ;9,74
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;ΒΌΡΕΙΟ ΑΙΓΑΙΟ;8,91
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;ΔΥΤΙΚΗ ΕΛΛΑΔΑ;9,58
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ;9,35
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;ΗΠΕΙΡΟΣ;9,62
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;ΘΕΣΣΑΛΙΑ;9,62
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;ΙΟΝΙΩΝ ΝΗΣΩΝ;9,21
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ;9,29
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;ΚΡΗΤΗ;9,07
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;ΝΟΤΙΟ ΑΙΓΑΙΟ;8,93
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ;8,91
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;ΣΤΕΡΕΑ ΕΛΛΑΔΑ;9,11
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Attica;7,74
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Central Greece;6,78
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Central Macedonia;7,97
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;crete;7,8
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Eastern macedonia and thrace;7,73
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Epirus;7,38
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;IONIAN ISLANDS;6,67
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;North Aegean;8
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Peloponnese;8
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;South Aegean;9
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Thessaly;8,12
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;WEST MACEDONIA;8,23
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;WESTERN GREECE;8,19
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ ΚΑΙ ΘΡΑΚΗ;
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;ΒΌΡΕΙΟ ΑΙΓΑΙΟ;
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;ΔΥΤΙΚΗ ΕΛΛΑΔΑ;5
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ;
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;ΗΠΕΙΡΟΣ;0
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;ΘΕΣΣΑΛΙΑ;5
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;ΣΤΕΡΕΑ ΕΛΛΑΔΑ;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Attica;4,61
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Central Greece;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Central Macedonia;6,25
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Eastern macedonia and thrace;3,5
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Epirus;
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;IONIAN ISLANDS;3
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Peloponnese;9
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Thessaly;3,5
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;WEST MACEDONIA;6
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;WESTERN GREECE;2
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;;6,75
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ ΚΑΙ ΘΡΑΚΗ;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;ΔΥΤΙΚΗ ΕΛΛΑΔΑ;9,57
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;ΗΠΕΙΡΟΣ;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;ΘΕΣΣΑΛΙΑ;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;ΙΟΝΙΩΝ ΝΗΣΩΝ;8,75
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;ΚΡΗΤΗ;
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;ΝΟΤΙΟ ΑΙΓΑΙΟ;
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ;8
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;ΣΤΕΡΕΑ ΕΛΛΑΔΑ;10
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;Attica;6,82
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;Central Greece;7,25
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;Central Macadonia;5,8
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;Central Macedonia;8,08
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;Eastern macedonia and thrace;6,53
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;Epirus;7,33
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;IONIAN ISLANDS;8
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;North Aegean;6,43
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;Peloponnese;6,88
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;South Aegean;6,64
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;Thessaly;7,63
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;WEST MACEDONIA;7,8
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;WESTERN GREECE;6,8
ΓΕΛ (Σ);Διαχείριση καταλόγου απογραφής αποθήκης;Χωρίς δραστηριότητα;Western Macedonia;6,4
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ ΚΑΙ ΘΡΑΚΗ;8,57
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;ΒΌΡΕΙΟ ΑΙΓΑΙΟ;7
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;ΔΥΤΙΚΗ ΕΛΛΑΔΑ;8,57
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ;9,5
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;ΗΠΕΙΡΟΣ;7,06
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;ΘΕΣΣΑΛΙΑ;7,67
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;ΙΟΝΙΩΝ ΝΗΣΩΝ;8,65
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ;9,25
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;ΚΡΗΤΗ;9,5
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;ΝΟΤΙΟ ΑΙΓΑΙΟ;8,67
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ;8,52
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;ΣΤΕΡΕΑ ΕΛΛΑΔΑ;8,33
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Attica;7,24
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Central Greece;6,29
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Central Macedonia;6,81
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;crete;7,85
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Eastern macedonia and thrace;7,64
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Epirus;8,75
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;IONIAN ISLANDS;6,5
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;North Aegean;6,86
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Peloponnese;7,45
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;South Aegean;8,67
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Thessaly;7,92
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;WEST MACEDONIA;9,5
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;WESTERN GREECE;8,33
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Άλλες δραστηριότητες παροχής υπηρεσιών;ΑΝΑΤΟΛΙΚΗ ΜΑΚΕΔΟΝΙΑ ΚΑΙ ΘΡΑΚΗ;7,2
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Άλλες δραστηριότητες παροχής υπηρεσιών;ΒΌΡΕΙΟ ΑΙΓΑΙΟ;9,2
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Άλλες δραστηριότητες παροχής υπηρεσιών;ΔΥΤΙΚΗ ΕΛΛΑΔΑ;9,27
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Άλλες δραστηριότητες παροχής υπηρεσιών;ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ;8,14
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Άλλες δραστηριότητες παροχής υπηρεσιών;ΗΠΕΙΡΟΣ;7,35
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Άλλες δραστηριότητες παροχής υπηρεσιών;ΘΕΣΣΑΛΙΑ;7,54
ΓΕΛ (Σ);Έκδοση τιμολογίων πώλησης;Άλλες δραστηριότητες παροχής υπηρεσιών;ΙΟΝΙΩΝ ΝΗΣΩΝ;7,44
