1-ΨΗΦΙΟΣ ΚΩΔΙΚΟΣ;ΛΕΚΤΙΚΟ 1-ΨΗΦΙΟ;2-ΨΗΦΙΟΣ ΚΩΔΙΚΟΣ;ΛΕΚΤΙΚΟ 2-ΨΗΦΙΟ;3-ΨΗΦΙΟΣ ΚΩΔΙΚΟΣ;ΛΕΚΤΙΚΟ 3-ΨΗΦΙΟ;4-ΨΗΦΙΟΣ ΚΩΔΙΚΟΣ;ΛΕΚΤΙΚΟ 4-ΨΗΦΙΟ
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;311;Τεχνολόγοι των επιστημών της φυσικής και της μηχανικής;3114;Τεχνολόγοι ηλεκτρονικοί και τηλεπικοινωνιών
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;311;Τεχνολόγοι των επιστημών της φυσικής και της μηχανικής;3115;Τεχνολόγοι μηχανολόγοι
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;311;Τεχνολόγοι των επιστημών της φυσικής και της μηχανικής;3116;Τεχνολόγοι χημικοί μηχανικοί
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;311;Τεχνολόγοι των επιστημών της φυσικής και της μηχανικής;3117;Τεχνολόγοι μεταλλειολόγοι και μεταλλουργοί
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;311;Τεχνολόγοι των επιστημών της φυσικής και της μηχανικής;3119;Τεχνολόγοι και τεχνικοί βοηθοί φυσικοχημικών επιστημών και μηχανικής μ.α.κ.
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;312;Σχεδιαστές αρχιτεκτονικού σχεδίου κ.π.α.ε.3;3120;Σχεδιαστές αρχιτεκτονικού σχεδίου κ.π.α.ε.
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;313;Τεχνολόγοι πληροφορικής εν γένει;3131;Τεχνικοί βοηθοί αναλυτών και προγραμματιστών ηλεκτρονικών υπολογιστών
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;313;Τεχνολόγοι πληροφορικής εν γένει;3132;Χειριστές εξοπλισμού ηλεκτρονικών υπολογιστών
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;313;Τεχνολόγοι πληροφορικής εν γένει;3133;Ελεγκτές βιομηχανικών ρομπότ
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;314;Χειριστές οπτικού και ηλεκτρονικού εξοπισμού;3141;Φωτογράφοι και χειριστές εικονοληπτικού και ηχογραφικού εξοπλισμού
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;314;Χειριστές οπτικού και ηλεκτρονικού εξοπισμού;3142;Χειριστές ραδιοτηλεοπτικού και τηλεπικοινωνιακού εξοπλισμού
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;314;Χειριστές οπτικού και ηλεκτρονικού εξοπισμού;3143;Χειριστές διαγνωστικού και θεραπευτικού ιατρικού εξοπλισμού
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;314;Χειριστές οπτικού και ηλεκτρονικού εξοπισμού;3149;Χειριστές οπτικού και ηλεκτρονικού εξοπισμού μ.α.κ
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;315;Αξιωματικοί μηχανικοί ναυσιπλοΐας;3150;Αξιωματικοί μηχανικοί ναυσιπλοΐας
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;316;Αξιωματικοί καταστρώματος και πλοηγοί πλοίων;3160;Αξιωματικοί καταστρώματος και πλοηγοί πλοίων
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;317;Πιλότοι αεροσκαφών, ελεγκτές εναέριας κυκλοφορίας και ασκούντες συναφή επαγγέλματα;3171;Πιλότοι, πλοηγοί αεροσκαφών και ιπτάμενοι μηχανικοί
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;317;Πιλότοι αεροσκαφών, ελεγκτές εναέριας κυκλοφορίας και ασκούντες συναφή επαγγέλματα;3172;Ελεγκτές εναέριας κυκλοφορίας
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;317;Πιλότοι αεροσκαφών, ελεγκτές εναέριας κυκλοφορίας και ασκούντες συναφή επαγγέλματα;3173;Τεχνικοί βοηθοί ασφάλειας εναέριας κυκλοφορίας
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;318;Επιθεωρητές ασφάλειας και ποιοτικού ελέγχου;3181;Επιθεωρητές κτιρίων και πυρασφάλειας
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;31;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών της φυσικής και της μηχανικής και ασκούντες συναφή επαγγέλματα;318;Επιθεωρητές ασφάλειας και ποιοτικού ελέγχου;3182;Επιθεωρητές ασφάλειας, υγείας και ποιοτικού ελέγχου
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;32;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών βιολογίας και υγείας;321;Τεχνολόγοι βιολογικών εν γένει επιστημών και ασκούντες συναφή επαγγέλματα;3211;Τεχνολόγοι βιολογικών εν γένει επιστημών
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;32;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών βιολογίας και υγείας;321;Τεχνολόγοι βιολογικών εν γένει επιστημών και ασκούντες συναφή επαγγέλματα;3212;Τεχνολόγοι γεωπονίας και δασοπονίας
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;32;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών βιολογίας και υγείας;321;Τεχνολόγοι βιολογικών εν γένει επιστημών και ασκούντες συναφή επαγγέλματα;3213;Τεχνολόγοι - σύμβουλοι γεωργικών και δασικών εφαρμογών
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;32;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών βιολογίας και υγείας;322;Τεχνικοί βοηθοί ιατρικής και συναφών προς την ιατρική επιστημών, με εξαίρεση το νοσηλευτικό προσωπικό;3221;Τεχνικοί βοηθοί ιατρικής
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;32;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών βιολογίας και υγείας;322;Τεχνικοί βοηθοί ιατρικής και συναφών προς την ιατρική επιστημών, με εξαίρεση το νοσηλευτικό προσωπικό;3222;Τεχνολόγοι υγιεινής, δημόσιας υγείας και περιβάλλοντος
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;32;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών βιολογίας και υγείας;322;Τεχνικοί βοηθοί ιατρικής και συναφών προς την ιατρική επιστημών, με εξαίρεση το νοσηλευτικό προσωπικό;3223;Διαιτολόγοι και ειδικοί διατροφής
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;32;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών βιολογίας και υγείας;322;Τεχνικοί βοηθοί ιατρικής και συναφών προς την ιατρική επιστημών, με εξαίρεση το νοσηλευτικό προσωπικό;3224;Οπτομέτρες και οπτικοί
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;32;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών βιολογίας και υγείας;322;Τεχνικοί βοηθοί ιατρικής και συναφών προς την ιατρική επιστημών, με εξαίρεση το νοσηλευτικό προσωπικό;3225;Βοηθοί οδοντιάτρων
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;32;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών βιολογίας και υγείας;322;Τεχνικοί βοηθοί ιατρικής και συναφών προς την ιατρική επιστημών, με εξαίρεση το νοσηλευτικό προσωπικό;3226;Φυσικοθεραπευτές και ασκούντες συναφή επαγγέλματα
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;32;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών βιολογίας και υγείας;322;Τεχνικοί βοηθοί ιατρικής και συναφών προς την ιατρική επιστημών, με εξαίρεση το νοσηλευτικό προσωπικό;3227;Βοηθοί κτηνιάτρων
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;32;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών βιολογίας και υγείας;322;Τεχνικοί βοηθοί ιατρικής και συναφών προς την ιατρική επιστημών, με εξαίρεση το νοσηλευτικό προσωπικό;3228;Βοηθοί φαρμακοποιών
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;32;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών βιολογίας και υγείας;322;Τεχνικοί βοηθοί ιατρικής και συναφών προς την ιατρική επιστημών, με εξαίρεση το νοσηλευτικό προσωπικό;3229;Τεχνικοί βοηθοί ιατρικής και συναφών προς την ιατρική επιστημών, με εξαίρεση το νοσηλευτικό προσωπικό μ.α.κ.
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;32;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών βιολογίας και υγείας;323;Νοσοκόμοι, πτυχιούχοι ΤΕΙ ή άλλων σχολών;3230;Νοσοκόμοι, πτυχιούχοι ΤΕΙ ή άλλων σχολών
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;32;Τεχνολόγοι και τεχνικοί βοηθοί των επιστημών βιολογίας και υγείας;324;Μαίες, πτυχιούχοι ΤΕΙ ή άλλων σχολών;3240;Μαίες, πτυχιούχοι ΤΕΙ ή άλλων σχολών
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;33;Βοηθητικό διδακτικό προσωπικό;331;Βοηθητικό διδακτικό προσωπικό της προσχολικής και της ειδικής εκπαίδευσης;3310;Βοηθητικό διδακτικό προσωπικό της προσχολικής και της ειδικής εκπαίδευσης
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;33;Βοηθητικό διδακτικό προσωπικό;332;Βοηθητικό διδακτικό προσωπικό μ.α.κ.;3320;Βοηθητικό διδακτικό προσωπικό μ.α.κ.
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;341;Πρόσωπα που αναπτύσσουν επαγγελματική δραστηριότητα στους τομείς των χρηματοπιστωτικών υπηρεσιών και των πωλήσεων;3411;Μεσίτες χρηματιστηριακών και άλλων αξιών
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;341;Πρόσωπα που αναπτύσσουν επαγγελματική δραστηριότητα στους τομείς των χρηματοπιστωτικών υπηρεσιών και των πωλήσεων;3412;Αντιπρόσωποι ασφαλειών
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;341;Πρόσωπα που αναπτύσσουν επαγγελματική δραστηριότητα στους τομείς των χρηματοπιστωτικών υπηρεσιών και των πωλήσεων;3413;Μεσίτες ακίνητης περιουσίας
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;341;Πρόσωπα που αναπτύσσουν επαγγελματική δραστηριότητα στους τομείς των χρηματοπιστωτικών υπηρεσιών και των πωλήσεων;3414;Σύμβουλοι και διοργανωτές ταξιδιωτικών και τουριστικών πακέτων
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;341;Πρόσωπα που αναπτύσσουν επαγγελματική δραστηριότητα στους τομείς των χρηματοπιστωτικών υπηρεσιών και των πωλήσεων;3415;Αντιπρόσωποι και ειδικευμένοι τεχνικοί επί των πωλήσεων τεχνικού εξοπλισμού και συναφών προϊόντων
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;341;Πρόσωπα που αναπτύσσουν επαγγελματική δραστηριότητα στους τομείς των χρηματοπιστωτικών υπηρεσιών και των πωλήσεων;3416;Προμηθευτές επιχειρήσεων
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;341;Πρόσωπα που αναπτύσσουν επαγγελματική δραστηριότητα στους τομείς των χρηματοπιστωτικών υπηρεσιών και των πωλήσεων;3417;Εκτιμητές και εκπλειστηριαστές
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;341;Πρόσωπα που αναπτύσσουν επαγγελματική δραστηριότητα στους τομείς των χρηματοπιστωτικών υπηρεσιών και των πωλήσεων;3419;Πρόσωπα που αναπτύσσουν επαγγελματική δραστηριότητα στους τομείς των χρηματοπιστωτικών υπηρεσιών και των πωλήσεων μ.α.κ.
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;342;Εμπορευματομεσίτες και πράκτορες παροχής υπηρεσιών σε επιχειρήσεις;3421;Εμπορευματομεσίτες
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;342;Εμπορευματομεσίτες και πράκτορες παροχής υπηρεσιών σε επιχειρήσεις;3422;Εκτελωνιστές και πράκτορες μεταφορών
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;342;Εμπορευματομεσίτες και πράκτορες παροχής υπηρεσιών σε επιχειρήσεις;3423;Πράκτορες ευρέσεως εργασίας, εν γένει
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;342;Εμπορευματομεσίτες και πράκτορες παροχής υπηρεσιών σε επιχειρήσεις;3429;Καλλιτεχνικοί πράκτορες και πράκτορες παροχής υπηρεσιών μ.α.κ.
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;343;Γραμματείς διοικήσεως, βοηθοί νομικών και ασκούντες συναφή επαγγέλματα;3431;Γραμματείς ανώτερων διοικητικών και διευθυντικών στελεχών και ασκούντες συναφή επαγγέλματα
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;343;Γραμματείς διοικήσεως, βοηθοί νομικών και ασκούντες συναφή επαγγέλματα;3432;Υπάλληλοι νομικών γραφείων και υπηρεσιών, υπάλληλοι ασφαλίσεων και ασκούντες συναφή επαγγέλματα
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;343;Γραμματείς διοικήσεως, βοηθοί νομικών και ασκούντες συναφή επαγγέλματα;3433;Βοηθοί λογιστών
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;343;Γραμματείς διοικήσεως, βοηθοί νομικών και ασκούντες συναφή επαγγέλματα;3434;Τεχνικοί βοηθοί στατιστικής, μαθηματικών και ασκούντες συναφή επαγγέλματα
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;344;Υπάλληλοι - ελεγκτές τελωνείων, δημόσιων οικονομικών υπηρεσιών και συναφών δημόσιων υπηρεσιών και οργανισμών;3441;Ελεγκτές τελωνείων
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;344;Υπάλληλοι - ελεγκτές τελωνείων, δημόσιων οικονομικών υπηρεσιών και συναφών δημόσιων υπηρεσιών και οργανισμών;3442;Υπάλληλοι δημόσιων οικονομικών υπηρεσιών, ειδικοί επί φορολογικών θεμάτων
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;344;Υπάλληλοι - ελεγκτές τελωνείων, δημόσιων οικονομικών υπηρεσιών και συναφών δημόσιων υπηρεσιών και οργανισμών;3443;Υπάλληλοι χορήγησης κρατικών κοινωνικών επιδομάτων
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;344;Υπάλληλοι - ελεγκτές τελωνείων, δημόσιων οικονομικών υπηρεσιών και συναφών δημόσιων υπηρεσιών και οργανισμών;3444;Υπάλληλοι χορήγησης κρατικών αδειών
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;344;Υπάλληλοι - ελεγκτές τελωνείων, δημόσιων οικονομικών υπηρεσιών και συναφών δημόσιων υπηρεσιών και οργανισμών;3449;Υπάλληλοι - ελεγκτές δημόσιων υπηρεσιών και οργανισμών μ.α.κ.
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;345;Αξιωματικοί σωμάτων ασφαλείας και ιδιωτικοί αστυνομικοί (ντετέκτιβ);3450;Αξιωματικοί σωμάτων ασφαλείας και ιδιωτικοί αστυνομικοί (ντετέκτιβ)
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;346;Κοινωνικοί λειτουργοί, πτυχιούχοι ΤΕΙ ή άλλων σχολών;3460;Κοινωνικοί λειτουργοί, πτυχιούχοι ΤΕΙ ή άλλων σχολών
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;347;Διακοσμητές, εμπορικοί σχεδιαστές (μοντελίστες) κ.π.α.ε.;3470;Διακοσμητές, εμπορικοί σχεδιαστές (μοντελίστες) κ.π.α.ε.
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;348;Εκφωνητές, μουσικοί, τραγουδιστές κ.π.α.ε.;3481;Εκφωνητές ραδιοφώνου, τηλεόρασης και λοποί εκφωνητές
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;348;Εκφωνητές, μουσικοί, τραγουδιστές κ.π.α.ε.;3482;Μουσικοί, τραγουδιστές και χορευτές σε νυχτερινά κέντρα και παρόμοιους χώρους
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;348;Εκφωνητές, μουσικοί, τραγουδιστές κ.π.α.ε.;3483;Ακροβάτες, γελωτοποιοί (κλόουν) κ.π.α.ε.
3;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;34;Ειδικευμένοι επί των πωλήσεων, χρηματιστές, κτηματομεσίτες, απασχολούμενοι στην εξυπηρέτηση επιχειρήσεων εν γένει και ασκούντες συναφή επαγγέλματα;349;Επαγγελματίες αθλητές και προπονητές;3490;Επαγγελματίες αθλητές και προπονητές
4;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;41;Υπάλληλοι γραφείου;411;Στενογράφοι, δακτυλογράφοι και υπάλληλοι που χειρίζονται μηχανές με πληκτρολόγιο;4111;Στενογράφοι και δακτυλογράφοι
4;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;41;Υπάλληλοι γραφείου;411;Στενογράφοι, δακτυλογράφοι και υπάλληλοι που χειρίζονται μηχανές με πληκτρολόγιο;4112;Χειριστές μηχανών επεξεργασίας κειμένων και ασκούντες συναφή επαγγέλματα
4;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;41;Υπάλληλοι γραφείου;411;Στενογράφοι, δακτυλογράφοι και υπάλληλοι που χειρίζονται μηχανές με πληκτρολόγιο;4113;Χειριστές μηχανών εισαγωγής δεδομένων 
