;;;;;2019;2019;2020;2020;2021;2021;2022;2022;2023;2023;2024;2024;MO ΝΕΕΣ ΘΕΣΕΙΣ;ΜΟ ΠΡΟΣΛΗΨΕΙΣ
Εκπαιδευτικό επίπεδο;Περιφέρεια;Φύλο;Κλάδος (1ο επίπεδο ανάλυσης);Επάγγελμα (1ο επίπεδο ανάλυσης);Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;;
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Διοικητικές και υποστηρικτικές δραστηριότητες;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;3;78;-1;22;0;23;-1;11;-1;23;20;55;-3;35
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Διοικητικές και υποστηρικτικές δραστηριότητες;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;4;69;3;61;2;37;6;36;3;39;1;27;-3;45
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Διοικητικές και υποστηρικτικές δραστηριότητες;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;;;;;1;1;;;;;;;-1;1
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Διοικητικές και υποστηρικτικές δραστηριότητες;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;-2;2;-1;;-2;3;-2;;2;4;2;3;1;3
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Διοικητικές και υποστηρικτικές δραστηριότητες;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;-1;1;0;2;-1;2;-1;1;2;3;-1;2;0;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Διοικητικές και υποστηρικτικές δραστηριότητες;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;2;4;0;2;-1;;;;;;0;4;0;3
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Διοικητικές και υποστηρικτικές δραστηριότητες;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;-2;2;1;4;0;3;4;5;4;14;4;9;-2;6
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Διοικητικές και υποστηρικτικές δραστηριότητες;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);-1;10;-2;7;3;16;4;12;5;26;25;61;-6;22
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;3;3;1;3;-2;2;2;3;;;1;1;-1;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;3;13;2;5;2;9;0;10;1;8;-3;5;-1;8
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;0;5;-2;2;3;4;0;3;1;5;2;6;-1;4
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;;;0;1;;;;;0;2;;;0;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;2;7;5;11;0;8;2;11;-1;10;1;8;-2;9
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;1;1;2;3;1;2;-1;1;0;4;3;6;-1;3
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);3;6;2;5;2;5;-2;2;0;2;3;6;-1;4
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;-2;44;-1;36;10;50;-4;32;-5;31;-3;29;1;37
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;46;258;-2;175;-2;156;2;157;-1;134;0;136;-7;169
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;1;2;;;;;;;-2;;;;1;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;-1;34;3;13;-1;10;5;15;1;6;0;7;-1;14
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;;;;;0;1;0;1;;;1;3;0;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;1;3;-1;;;;;;;;1;2;0;3
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;2;22;-1;15;1;19;-1;30;3;16;-1;10;-1;19
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;1;8;1;4;0;4;-2;6;-2;14;1;4;0;7
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);0;20;9;15;-4;18;-2;16;1;15;0;16;-1;17
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Εκπαίδευση;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;;;;;;;;;;;1;1;-1;1
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Εκπαίδευση;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;-1;1;1;4;-1;2;0;2;2;5;2;4;-1;3
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Εκπαίδευση;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;;;;;;;;;1;1;-1;;0;1
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Εκπαίδευση;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);0;1;0;1;0;1;0;1;-1;;1;1;0;1
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Ενημέρωση και επικοινωνία;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;;;0;2;1;1;;;;;1;2;-1;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Ενημέρωση και επικοινωνία;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;0;1;;;;;1;2;;;1;2;-1;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Ενημέρωση και επικοινωνία;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;-2;;1;1;-1;;;;;;12;13;-3;7
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Ενημέρωση και επικοινωνία;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;;;;;;;;;1;1;;;-1;1
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Ενημέρωση και επικοινωνία;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;0;4;;;1;1;;;0;1;-1;;0;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Ενημέρωση και επικοινωνία;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;;;;;;;;;-1;;1;1;0;1
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Ενημέρωση και επικοινωνία;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);0;2;;;;;;;;;1;2;-1;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;4;10;2;2;4;4;-5;3;0;1;2;8;-1;5
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;1;4;3;3;-1;2;-3;1;-1;1;0;1;0;2
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;;;1;1;-1;;;;;;;;0;1
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;4;6;0;1;6;6;-4;2;-1;1;4;7;-2;4
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;;;;;;;1;1;;;;;-1;1
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;2;3;-1;10;0;5;-1;1;2;3;-1;2;0;4
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;0;2;3;4;1;3;3;5;-2;2;1;1;-1;3
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);-1;3;0;1;7;8;-2;6;1;2;0;5;-1;4
ΕΠΑΛ;Περιφέρεια Στερεάς Ελλάδας;Άνδρες;Κατασκευές;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;7;62;-3;32;9;33;-1;39;13;39;-4;28;-4;39
